course_id,title,platform,category,instructor,learning_product,level,duration,skills,rating,reviews,data_source,url
485,ANOVA and Experimental Design,Coursera,Data Science,University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Statistical Hypothesis Testing, Experimentation, Research Design, Statistical Analysis, Data Ethics, Statistical Modeling, Data Science, A/B Testing, Data Analysis, Quantitative Research, Regression Analysis, Statistical Inference, Probability & Statistics",3.7,336,Curated,
486,Finalize a Data Science Project,Coursera,Data Science,CertNexus,Course,Intermediate,1 - 4 Weeks,"Applied Machine Learning, Machine Learning, Stakeholder Engagement, Machine Learning Algorithms, Presentations, Data Presentation, Stakeholder Communications, MLOps (Machine Learning Operations), Data Modeling, Web Applications, Project Closure, Solution Delivery, Data Pipelines, Automation",4.8,6,Curated,
487,Customer Service with Python:  Build a Chatbot using ChatGPT,Coursera,Data Science,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"ChatGPT, OpenAI, Artificial Intelligence, Business Logic, Customer Service, Customer Inquiries, Application Programming Interface (API), Test Case, Python Programming, Development Environment, E-Commerce",4.3,304,Curated,
488,Generative AI for Data Analysts,Coursera,Information Technology,IBM,Specialization,Intermediate,1 - 3 Months,"Generative AI, ChatGPT, Data Storytelling, OpenAI, Analytics, Data Analysis, Dashboard, Data Ethics, Artificial Intelligence, IBM Cloud, Data Visualization Software, Artificial Intelligence and Machine Learning (AI/ML), SQL, Python Programming, Data Processing, Software Development Tools, Data Cleansing, Augmented and Virtual Reality (AR/VR), Image Analysis, Technical Communication",4.7,4500,Curated,
489,Doing More with SAS Programming,Coursera,Information Technology,SAS,Course,Intermediate,1 - 3 Months,"SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging",4.7,282,Curated,
490,Harnessing the Power of Data with Power BI,Coursera,Information Technology,Microsoft,Course,Beginner,1 - 4 Weeks,"Power BI, Data-Driven Decision-Making, Data Analysis, Microsoft Power Platform, Extract, Transform, Load, Data Collection, Business Intelligence, Business Analytics, Data Transformation, Business Analysis, Data Visualization Software, Microsoft 365, Data Management",4.6,1400,Curated,
491,Free Trade Agreements and Special Economic Zones,Coursera,Business,PwC India,Course,Beginner,1 - 4 Weeks,"Export Control, Law, Regulation, and Compliance, Tax Compliance, Regulatory Compliance, Regulatory Requirements, Compliance Management, Tax Laws, Economic Development, International Finance, Document Management",5.0,24,Curated,
492,Managing Big Data with MySQL,Coursera,Information Technology,Duke University,Course,Mixed,1 - 3 Months,"Database Design, MySQL, Relational Databases, SQL, Data Modeling, Databases, Business Analytics, Big Data, Business Analysis, Data Analysis, Data Manipulation, Data Management",4.8,142,Curated,
493,Google Business Intelligence,Coursera,Data Science,Google,Professional Certificate,Advanced,3 - 6 Months,"Business Intelligence, Data Modeling, Dashboard, Database Design, Extract, Transform, Load, Data Integration, Stakeholder Engagement, Data Warehousing, Databases, Data Presentation, Performance Tuning, Data Pipelines, Database Systems, Data Visualization Software, Business Reporting, Data Integrity, Business Analytics, Real Time Data, Requirements Elicitation, Scalability",4.8,2500,Curated,
494,Fundamentals of Social Media Advertising,Coursera,Business,Meta,Course,Beginner,1 - 3 Months,"Instagram, Social Media, Advertising Campaigns, Advertising, Marketing Materials, Social Media Marketing, Social Media Content, Social Media Strategy, Facebook, Copywriting, Content Creation, Marketing, Media Planning, Information Privacy, Campaign Management, Data Collection, Target Audience",4.8,2400,Curated,
495,Data Modeling in Power BI,Coursera,Data Science,Microsoft,Course,Beginner,1 - 4 Weeks,"Data Analysis Expressions (DAX), Data Modeling, Star Schema, Power BI, Database Design, Data Warehousing, Business Intelligence, Data Analysis, Time Series Analysis and Forecasting, Performance Tuning",4.2,630,Curated,
496,Recommendation Systems on Google Cloud,Coursera,Data Science,Google Cloud,Course,Advanced,1 - 3 Months,"Reinforcement Learning, Google Cloud Platform, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Machine Learning Algorithms, Deep Learning, Applied Machine Learning, Unsupervised Learning, Artificial Neural Networks, Algorithms",4.2,232,Curated,
497,Sales Training: Building Your Sales Career,Coursera,Business,HubSpot Academy,Course,Beginner,1 - 4 Weeks,"Inside Sales, Consultative Approaches, Sales Training, Sales, Sales Process, Customer Relationship Building, Prospecting and Qualification, Customer Analysis, Personalized Service",4.6,169,Curated,
498,RESTful Microservices Using Node.js and Express,Coursera,Computer Science,NIIT,Specialization,Intermediate,3 - 6 Months,"Node.JS, API Gateway, MySQL, Restful API, MongoDB, OAuth, Microservices, API Design, NoSQL, Object-Relational Mapping, Application Programming Interface (API), Database Design, Relational Databases, Unit Testing, SQL, Databases, Server Side, Database Management, Application Deployment, Javascript",2.7,43,Curated,
499,GenAI for Automated Financial Reporting,Coursera,Business,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Customer Retention, Loyalty Programs, Customer Relationship Management, Brand Loyalty, Customer Engagement, Customer Relationship Building, Customer Service, Consumer Behaviour, Customer Insights, User Feedback, Customer Analysis, Marketing Strategies, Service Improvement, Strategic Marketing",4.8,826,Curated,
500,Meta Data Analyst,Coursera,Data Science,Meta,Professional Certificate,Beginner,3 - 6 Months,"Data Storytelling, Business Metrics, Key Performance Indicators (KPIs), Data Management, Data Collection, Data Governance, Bayesian Statistics, Data Analysis, Descriptive Statistics, Statistical Hypothesis Testing, Information Privacy, Data Cleansing, Pandas (Python Package), Data Visualization Software, Statistical Inference, Spreadsheet Software, Correlation Analysis, Google Sheets, Exploratory Data Analysis, Data Manipulation",4.7,1200,Curated,
501,Responsive Website Development and Design,Coursera,Computer Science,University of London,Specialization,Beginner,3 - 6 Months,"Responsive Web Design, HTML and CSS, Web Design, Human Computer Interaction, Interaction Design, jQuery, Web Design and Development, Bootstrap (Front-End Framework), Hypertext Markup Language (HTML), User Experience Design, User Accounts, MongoDB, Wireframing, Web Applications, Interactive Data Visualization, JavaScript Frameworks, Technical Communication, Web Development Tools, Command-Line Interface, User Interface (UI)",4.5,7600,Curated,
502,Copilot for Power BI,Coursera,Computer Science,Microsoft,Course,Intermediate,1 - 4 Weeks,"Generative AI, Power BI, Microsoft Power Platform, Data Presentation, Interactive Data Visualization, Data Storytelling, Data Analysis Expressions (DAX), Data Processing, Business Intelligence, Artificial Intelligence, Analytical Skills",4.6,28,Curated,
503,Learn Generative AI with LLMs,Coursera,Information Technology,Edureka,Specialization,Intermediate,3 - 6 Months,"Generative AI, ChatGPT, Natural Language Processing, Computer Vision, Deep Learning, Predictive Modeling, Text Mining, Data Ethics, Image Analysis, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Tensorflow, OpenAI, Supervised Learning, Artificial Neural Networks, Software Development Tools, GitHub, Artificial Intelligence, Python Programming, Information Privacy",4.7,262,Curated,
504,Statistics in Psychological Research,Coursera,Data Science,American Psychological Association,Course,Beginner,1 - 3 Months,"Data Visualization, Descriptive Statistics, Plot (Graphics), Graphing, Data Presentation, Statistical Hypothesis Testing, Probability & Statistics, Statistical Inference, Quantitative Research, Statistics, Statistical Analysis, Statistical Methods, Sample Size Determination, Data Analysis, Sampling (Statistics), Scatter Plots, Psychology, Research Design, Diversity Programs",4.2,10,Curated,
505,Global Financial Markets and Instruments,Coursera,Business,Rice University,Course,Mixed,1 - 4 Weeks,"Financial Market, Investments, Financial Systems, Investment Management, Securities Trading, Capital Markets, Equities, Financial Trading, Finance, Market Data, Asset Management, Portfolio Management, Derivatives, Fixed Asset, Financial Analysis, Business Mathematics, Cash Flows",4.7,3400,Curated,
506,Storytelling With Data,Coursera,Information Technology,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Storytelling, Data Presentation, Storytelling, Data Visualization, Data Analysis, Business Communication, Presentations, Communication",4.5,14,Curated,
507,SQL for Data Science,Coursera,Data Science,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Data Governance, SQL, Data Quality, Query Languages, Data Manipulation, Data Modeling, Relational Databases, Data Science, Data Analysis, Database Management Systems, Descriptive Statistics",4.6,17000,Curated,
508,Business Growth Strategy,Coursera,Business,University of Virginia,Course,Mixed,1 - 4 Weeks,"Growth Strategies, Mergers & Acquisitions, Business Strategy, Game Theory, Innovation, Organizational Strategy, Entrepreneurship, Market Dynamics, Competitive Analysis, Market Opportunities, Strategic Decision-Making, Business Valuation",4.5,2200,Curated,
509,Scrum Master Certification: Scaling Agile and the Team-of-Teams,Coursera,Computer Science,LearnQuest,Course,Beginner,1 - 4 Weeks,"Scaled Agile Framework, Agile Software Development, Agile Methodology, Scalability, Behavior-Driven Development, Agile Project Management, Sprint Planning, Sprint Retrospectives, Virtual Environment, Test Driven Development (TDD), Cross-Functional Collaboration",4.7,84,Curated,
510,Python Project for Data Science,Coursera,Data Science,IBM,Course,Intermediate,1 - 4 Weeks,"Dashboard, Pandas (Python Package), Data Visualization Software, Web Scraping, Jupyter, Data Analysis, Data Wrangling, Data Science, Data Processing, NumPy, Data Manipulation, Python Programming, Data Collection",4.5,4500,Curated,
511,Visual Analytics with Tableau,Coursera,Information Technology,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Data Integration, Data Mapping, Data Visualization Software, Tableau Software, Histogram, Scatter Plots, Data Presentation, Geospatial Mapping, Heat Maps, Data Analysis",3.5,235,Curated,
512,European Business Law: Competing in Europe,Coursera,Business,Lund University,Course,Beginner,1 - 3 Months,"Portfolio Management, Investments, Financial Market, Financial Trading, Risk Management, Asset Management, Financial Modeling, Capital Markets, Risk Analysis, Equities, Derivatives",4.8,24,Curated,
513,Business Analytics,Coursera,Data Science,Campus BBVA,Course,Beginner,1 - 3 Months,"Data Storytelling, Data Presentation, Dashboard, Business Analytics, Data Visualization, Data Quality, Business Intelligence, Data Analysis, Analytics, Descriptive Statistics, Data-Driven Decision-Making, Probability & Statistics, Statistical Inference, Big Data, Project Management Life Cycle",4.7,286,Curated,
514,Advanced Models for Decision Making,Coursera,Data Science,University of Minnesota,Course,Beginner,1 - 4 Weeks,"Operations Research, Supply Chain, Business Analytics, Mathematical Modeling, Process Optimization, Manufacturing Operations, Workforce Planning, Microsoft Excel, Resource Allocation, Finance, Production Planning, Investment Management, Decision Making",4.1,32,Curated,
515,Advancing Proficiency in U.S. Payroll Fundamentals,Coursera,Business,"Automatic Data Processing, Inc. (ADP)",Course,Beginner,1 - 4 Weeks,"Payroll Tax, Payroll, Payroll Administration, Payroll Processing, Payroll Reporting, Tax Preparation, Tax Compliance, Tax, Income Tax, Benefits Administration, Compensation and Benefits",4.8,181,Curated,
516,Business Model Innovation for Sustainable Landscape Restoration,Coursera,Business,Erasmus University Rotterdam,Course,Beginner,1 - 3 Months,"Generative AI, ChatGPT, Artificial Intelligence, Innovation, Creativity, Creative Problem-Solving, Human Computer Interaction, Technical Communication, Natural Language Processing",4.6,660,Curated,
517,Managing Social and Human Capital,Coursera,Business,University of Pennsylvania,Course,Beginner,1 - 4 Weeks,"Human Capital, People Management, Leadership and Management, Decision Making, Organizational Structure, Organizational Effectiveness, Employee Performance Management, Team Motivation, Compensation and Benefits, Organizational Strategy, Change Management, Performance Appraisal, Leadership, Job Analysis, HR Tech, Recruitment, Constructive Feedback",4.5,1100,Curated,
518,Introduction à la programmation orientée objet (en Java),Coursera,Computer Science,École Polytechnique Fédérale de Lausanne,Course,Intermediate,1 - 3 Months,"Object Oriented Programming (OOP), Java Programming, Java, Object Oriented Design, Software Design",4.7,115,Curated,
519,Data Science Foundations: Statistical Inference,Coursera,Information Technology,University of Colorado Boulder,Specialization,Intermediate,3 - 6 Months,"Statistical Hypothesis Testing, Probability, Statistical Inference, Statistical Methods, Probability Distribution, Probability & Statistics, Statistics, Bayesian Statistics, Data Science, Sampling (Statistics), Statistical Analysis, Data Ethics, Quantitative Research, Descriptive Statistics",4.4,314,Curated,
520,Business Strategy,Coursera,Business,University of Virginia,Specialization,Beginner,3 - 6 Months,"Growth Strategies, Business Strategy, Strategic Thinking, Plan Execution, Business Strategies, Mergers & Acquisitions, Competitive Analysis, Organizational Strategy, Strategic Planning, Business Ethics, Peer Review, Data-Driven Decision-Making, Business Planning, Corporate Strategy, Strategic Leadership, Strategic Decision-Making, Game Theory, Governance, Business Research, Project Management",4.7,246,Curated,
521,AI Foundations for Everyone,Coursera,Information Technology,IBM,Specialization,Beginner,3 - 6 Months,"ChatGPT, Generative AI, Artificial Intelligence, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, Application Deployment, IBM Cloud, Governance, Machine Learning, Business Transformation, Ethical Standards And Conduct, Computer Vision, Self Service Technologies, Information Architecture, Business Process Automation, Software Development Tools, Image Analysis",4.7,23000,Curated,
522,ChatGPT for Beginners: Using AI for Market Research,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"ChatGPT, Market Research, Market Analysis, Marketing, Language Interpretation, Translation, and Studies, Marketing Collateral, Content Creation, Digital Marketing",4.7,904,Curated,
523,International Marketing & Cross Industry Growth,Coursera,Business,Yonsei University,Specialization,Beginner,3 - 6 Months,"Business Marketing, Hospitality Management, Peer Review, Global Marketing, Marketing, Hospitality, Brand Management, B2B Sales, Customer Service, Innovation, Marketing Management, Promotional Strategies, Customer Relationship Management, Strategic Marketing, Business-To-Consumer, Consumer Behaviour, Healthcare Industry Knowledge, Target Market, Growth Strategies, Digital Marketing",4.8,2300,Curated,
524,Bayesian Statistics: Mixture Models,Coursera,Data Science,"University of California, Santa Cruz",Course,Intermediate,1 - 3 Months,"R Programming, Statistical Modeling, Bayesian Statistics, Statistical Machine Learning, Markov Model, Statistical Methods, Probability & Statistics, Unsupervised Learning, Statistical Inference, Probability Distribution, Machine Learning Algorithms",4.7,327,Curated,
525,Finance for Startups,Coursera,Business,Korea Advanced Institute of Science and Technology(KAIST),Course,Beginner,1 - 4 Weeks,"Train The Trainer, Management Training And Development, Employee Training, Workforce Development, Employee Performance Management, Staff Management, On-The-Job Training, Performance Management, Accountability, Coaching, Meeting Facilitation, Key Performance Indicators (KPIs), Goal Setting, Communication",4.7,81,Curated,
526,Python Packages for Data Science,Coursera,Data Science,University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Matplotlib, Seaborn, Plot (Graphics), Pandas (Python Package), NumPy, Data Visualization Software, Data Manipulation, Scatter Plots, Data Science, Histogram, Data Import/Export, Package and Software Management, Python Programming",4.7,341,Curated,
527,Introduction to Self-Driving Cars,Coursera,Computer Science,University of Toronto,Course,Advanced,1 - 3 Months,"Embedded Software, Automation, Simulation and Simulation Software, Software Architecture, Safety Assurance, Hardware Architecture, Process Control, Systems Architecture, Computer Vision, Mathematical Modeling, Mechanical Engineering, Risk Control, Computer Hardware",4.7,2900,Curated,
528,Introduction to Programming with Python and Java,Coursera,Computer Science,University of Pennsylvania,Specialization,Beginner,3 - 6 Months,"Matplotlib, Object Oriented Design, Java, Object Oriented Programming (OOP), Data Analysis, Unit Testing, Pandas (Python Package), Java Programming, Eclipse (Software), Data Structures, Data Science, Data Cleansing, Debugging, Pivot Tables And Charts, Data Visualization Software, Integrated Development Environments, Programming Principles, Python Programming, Computer Programming, Computational Thinking",4.5,1800,Curated,
529,AI For Medical Treatment,Coursera,Data Science,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Deep Learning, Statistical Analysis, Clinical Trials, Feature Engineering, Treatment Planning, Applied Machine Learning, Patient Treatment, Predictive Analytics, Machine Learning, Artificial Intelligence, Text Mining, Medical Terminology, Natural Language Processing",4.3,16,Curated,
530,Manage Data for an Online Grocer Using MySQL Workbench,Coursera,Data Science,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"Database Design, MySQL Workbench, Relational Databases, Databases, SQL, Database Management, Data Manipulation, Data Migration, User Acceptance Testing (UAT)",4.5,74,Curated,
531,"Business Intelligence Concepts, Tools, and Applications",Coursera,Data Science,University of Colorado System,Course,Mixed,1 - 3 Months,"Data Visualization, Decision Support Systems, Business Intelligence, Business Intelligence Software, Data Warehousing, Business Process Management, Data Presentation, Data Visualization Software, Performance Measurement, Business Analytics, MicroStrategy, Dashboard, Descriptive Analytics, Key Performance Indicators (KPIs), Analytics, Data-Driven Decision-Making, Competitive Intelligence, Business Reporting, Strategic Decision-Making, Business Strategy",4.3,133,Curated,
532,IBM iOS and Android Mobile App Developer,Coursera,Computer Science,IBM,Professional Certificate,Beginner,3 - 6 Months,"React Native, Software Development Life Cycle, iOS Development, Flutter (Software), Swift Programming, Apple Xcode, Mobile Development, Android Studio, User Centered Design, Android Development, Apple iOS, React Redux, Git (Version Control System), GitHub, Mobile Development Tools, React.js, Android (Operating System), HTML and CSS, Front-End Web Development, Generative AI",4.6,5400,Curated,
533,Building a Complete MEAN Stack Application,Coursera,Computer Science,Board Infinity,Course,Intermediate,1 - 4 Weeks,"Full-Stack Web Development, Node.JS, Back-End Web Development, MongoDB, Application Deployment, Front-End Web Development, Restful API, Application Development, Authentications, Web Design and Development, Web Applications, JavaScript Frameworks, Angular, Authorization (Computing), Real Time Data, Application Security, Scalability, User Interface (UI) Design",4.5,33,Curated,
534,Everyday Excel,Coursera,Computer Science,University of Colorado Boulder,Specialization,Beginner,3 - 6 Months,"Data Import/Export, Microsoft Excel, Regression Analysis, Data Validation, Data Visualization, Depreciation, Spreadsheet Software, Data Management, Excel Macros, Data Cleansing, Excel Formulas, Statistical Modeling, Financial Analysis, Cash Flows, Predictive Modeling, Financial Modeling, Data Analysis Expressions (DAX), Mathematical Modeling, Complex Problem Solving, Automation",4.7,3900,Curated,
535,"Hotel Management: Distribution, Revenue and Demand Management",Coursera,Business,ESSEC Business School,Specialization,Beginner,3 - 6 Months,"Revenue Management, Hospitality Management, Competitive Analysis, Digital Marketing, Data-Driven Decision-Making, Stakeholder Communications, Forecasting, Budgeting, Demand Generation, Asset Management, Hospitality, Marketing, Demand Planning, Marketing Strategies, Financial Analysis, Marketing Channel, Business Strategy, Customer Demand Planning, Presentations, Booking (Sales)",4.7,3800,Curated,
536,Google Advanced Data Analytics Capstone,Coursera,Data Science,Google,Course,Advanced,1 - 4 Weeks,"Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management",4.8,1100,Curated,
537,Preparing for the SAS Programming Certification Exam,Coursera,Information Technology,SAS,Course,Intermediate,1 - 3 Months,"Data Manipulation, Data Access, Data Import/Export, SAS (Software), Microsoft Excel, Data Analysis, Data Transformation, Data Cleansing, Descriptive Statistics, Debugging",4.0,23,Curated,
538,Power BI for Beginners: Interactive Dashboard Fundamentals,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Key Performance Indicators (KPIs), Power BI, Dashboard, Data Visualization, Interactive Data Visualization, Data Storytelling, Business Metrics, Performance Analysis, Data Analysis Expressions (DAX), Data Visualization Software, Data Import/Export, Business Intelligence, Regional Sales, Sales Pipelines",4.8,391,Curated,
539,Hotel Front Office Operations,Coursera,Business,Dubai College of Tourism,Course,Beginner,1 - 4 Weeks,"Front Office, Telephone Skills, Guest Relations, Revenue Management, Greeting Customers, Hospitality, Hospitality Management, Customer Service, Verbal Communication Skills, Upselling, Office Management, Communication, Interpersonal Communications, Property Management Systems, Active Listening, Cross Selling, Prioritization",4.7,9000,Curated,
540,Finance for Non-Finance Professionals,Coursera,Business,Rice University,Course,Beginner,1 - 3 Months,"Business Strategy, Competitive Analysis, Value Propositions, Cost Reduction, Market Analysis, Market Opportunities, Resource Management, Strategic Decision-Making, Operational Analysis, Analysis",4.8,322,Curated,
541,Introduction to Statistics,Coursera,Data Science,Stanford University,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Statistics, Statistical Methods, Sampling (Statistics), Statistical Analysis, Data Analysis, Statistical Hypothesis Testing, Regression Analysis, Statistical Inference, Probability, Exploratory Data Analysis, Quantitative Research, Probability Distribution, Correlation Analysis",4.6,3900,Curated,
542,Visualization for Data Journalism,Coursera,Information Technology,University of Illinois Urbana-Champaign,Course,Beginner,1 - 3 Months,"Data Visualization, Interactive Data Visualization, Data Presentation, Infographics, Data Visualization Software, Data Wrangling, Data Storytelling, Plotly, Matplotlib, Journalism, Graphing, Statistical Visualization, Graphic and Visual Design, Color Theory, Data Manipulation, Data Transformation, Visual Design, Design Elements And Principles",4.3,49,Curated,
543,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Coursera,Data Science,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Tensorflow, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Performance Tuning, Machine Learning Methods, Artificial Neural Networks, Applied Machine Learning, Machine Learning, Supervised Learning, Machine Learning Algorithms, Network Architecture, Algorithms, Analysis, Debugging",4.9,63000,Curated,
544,Python 3 Programming,Coursera,Computer Science,University of Michigan,Specialization,Beginner,3 - 6 Months,"Unified Modeling Language, JSON, Object Oriented Programming (OOP), Software Design, Debugging, Object Oriented Design, Data Processing, Unit Testing, Data Import/Export, Restful API, Python Programming, Image Analysis, Data Manipulation, Jupyter, Data Structures, Software Engineering, Application Programming Interface (API), Computer Programming, File Management, Functional Design",4.8,22000,Curated,
545,"Data Wrangling, Analysis and AB Testing with SQL",Coursera,Data Science,"University of California, Davis",Course,Intermediate,1 - 4 Weeks,"Feature Engineering, A/B Testing, Data Cleansing, Data Quality, SQL, Data Validation, Data Manipulation, Data Transformation, Data Wrangling, Data Integrity, Data Analysis, Time Series Analysis and Forecasting",4.7,507,Curated,
546,Conduct UX Research and Test Early Concepts,Coursera,Computer Science,Google,Course,Beginner,1 - 4 Weeks,"UI/UX Research, Usability Testing, User Experience Design, Usability, Presentations, Design Research, Persona (User Experience), User Centered Design, Research Methodologies, Prototyping, Interviewing Skills, Figma (Design Software), Information Privacy, Personally Identifiable Information",4.8,5700,Curated,
547,Firm Level Economics: Consumer and Producer Behavior,Coursera,Business,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Supply And Demand, Economics, Business Economics, Market Dynamics, Tax, Resource Allocation, Consumer Behaviour, Cost Management, Market Analysis, Production Management, Decision Making",4.6,550,Curated,
548,The Science of Success: What Researchers Know that You Should Know,Coursera,Business,University of Michigan,Course,Beginner,1 - 3 Months,"Financial Statements, Financial Statement Analysis, Portfolio Management, Income Statement, Balance Sheet, Investments, Securities Trading, Financial Trading, Cash Flows, Financial Market, Risk Management, Entrepreneurial Finance, Equities, Business Mathematics, Market Dynamics",4.8,25,Curated,
549,Python Project for Data Science,Coursera,Information Technology,IBM,Course,Intermediate,1 - 4 Weeks,"Dashboard, Pandas (Python Package), Data Visualization Software, Web Scraping, Jupyter, Data Analysis, Data Wrangling, Data Science, Data Processing, NumPy, Data Manipulation, Python Programming, Data Collection",4.5,4500,Curated,
550,Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,Coursera,Business,University of Illinois Urbana-Champaign,Course,Advanced,1 - 3 Months,"Mergers & Acquisitions, Financial Reporting, Intercompany Accounting, Financial Accounting, Technical Accounting, Consolidation, International Financial Reporting Standards, Generally Accepted Accounting Principles (GAAP), Corporate Accounting, Financial Statements, Business",4.6,156,Curated,
551,Data Science at Scale,Coursera,Information Technology,University of Washington,Specialization,Intermediate,3 - 6 Months,"Feature Engineering, Unsupervised Learning, Data Ethics, Data Presentation, Statistical Visualization, Data Storytelling, Big Data, Relational Databases, Supervised Learning, Database Systems, Data Visualization Software, Databases, Data Science, Machine Learning Methods, Predictive Analytics, Analytics, Data Analysis, Exploratory Data Analysis, Predictive Modeling, Data Manipulation",4.8,76,Curated,
552,Corporate Finance Fundamentals,Coursera,Business,Corporate Finance Institute,Course,Beginner,1 - 3 Months,"Mergers & Acquisitions, Business Valuation, Corporate Finance, Capital Markets, Securities (Finance), Investment Banking, Equities, Private Equity, Financial Modeling, Interviewing Skills, Financial Analysis, Financial Statement Analysis, Underwriting",4.8,1300,Curated,
553,Working with Objects in C++,Coursera,Computer Science,University of London,Course,Intermediate,1 - 4 Weeks,"C++ (Programming Language), Object Oriented Programming (OOP), Computer Programming, Debugging, Test Data, Algorithms, Statistical Programming, Development Testing, Data Structures, Transaction Processing",4.5,50,Curated,
554,Build a website using Wix Artificial Design Intelligence,Coursera,Computer Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Email Marketing, Content Creation, Customer Service, Web Design and Development, Personalized Service, Booking (Sales), Payment Processing",5.0,6,Curated,
555,"Operating Systems: Overview, Administration, and Security",Coursera,Computer Science,IBM,Course,Beginner,1 - 3 Months,"Cloud Computing, Linux, Linux Servers, Cloud Security, Operating Systems, Windows Servers, Microsoft Windows, File Systems, Systems Administration, Mac OS, Command-Line Interface, Security Controls, Virtual Machines, Firewall, Virtualization, User Accounts",4.6,5600,Curated,
556,Sales Fundamentals,Coursera,Business,Keller Williams,Course,Beginner,1 - 3 Months,"Consumer Behaviour, Market Analysis, Social Sciences, Culture, Marketing Psychology, Marketing Effectiveness, Marketing, Environmental Issue, Research, Digital Transformation, Information Privacy, Social Media",4.8,475,Curated,
557,Brand Management: Strategies for a Strong Brand,Coursera,Business,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Brand Management, Branding, Brand Strategy, Brand Awareness, Brand Loyalty, Marketing Psychology, Data-Driven Decision-Making, Thought Leadership, Social Media, Storytelling, Culture, Social Sciences, Innovation",4.5,3000,Curated,
558,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Coursera,Business,Universidad Austral,Course,Beginner,1 - 3 Months,"Digital Transformation, Blockchain, Design Thinking, Law, Regulation, and Compliance, Software Design, Emerging Technologies, Business Transformation, Technology Solutions, Workforce Development, Technology Strategies, Automation, Business Technologies, Ethical Standards And Conduct, Artificial Intelligence, Innovation, Market Analysis",4.4,428,Curated,
559,Data Analysis with Tidyverse,Coursera,Data Science,University of Colorado Boulder,Course,Beginner,1 - 3 Months,"Tidyverse (R Package), Data Import/Export, R Programming, Data Manipulation, Data Analysis, Ggplot2, Relational Databases, Data Transformation, Data Cleansing, Data Visualization Software, Data Integration",4.6,22,Curated,
560,Introduction to Discrete Mathematics for Computer Science,Coursera,Computer Science,University of California San Diego,Specialization,Beginner,3 - 6 Months,"Graph Theory, Logical Reasoning, Cryptographic Protocols, Combinatorics, Computational Logic, Deductive Reasoning, Cryptography, Probability, Computational Thinking, Encryption, Probability Distribution, Mathematical Theory & Analysis, Network Analysis, Public Key Cryptography Standards (PKCS), Algorithms, Theoretical Computer Science, Bayesian Statistics, Python Programming, Data Structures, Cybersecurity",4.5,3600,Curated,
561,A Strategic Approach to Cybersecurity,Coursera,Computer Science,"University of Maryland, College Park",Course,Beginner,1 - 3 Months,"Cybersecurity, Cyber Security Strategy, Cyber Governance, Cyber Risk, Security Strategy, Cyber Security Policies, Security Management, Security Awareness, Personally Identifiable Information, Threat Modeling, Information Privacy, Infrastructure Security, Risk Management, Vulnerability Assessments",4.1,18,Curated,
562,Data Visualization with Python,Coursera,Information Technology,Duke University,Course,Intermediate,1 - 4 Weeks,"Data Visualization Software, Data Visualization, Data Storytelling, Interactive Data Visualization, Plotly, Matplotlib, Dashboard, Seaborn, Tableau Software, Scatter Plots, Spreadsheet Software, Histogram, Google Sheets, Microsoft Excel, Business Intelligence Software, Pandas (Python Package)",4.9,123,Curated,
563,Introduction to Generative AI Marketing,Coursera,Business,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Supply Chain Management, Supply Chain, Cash Flows, Business Metrics, Logistics Management, Project Implementation, Financial Analysis, Financial Statements, Emerging Technologies, Information Systems",4.6,994,Curated,
