course_id,title,platform,category,level,duration,skills,rating,reviews,url
579,Data mining of Clinical Databases - CDSS 1,Coursera,Data Science,Intermediate,1 - 4 Weeks,"Clinical Data Management, Data Mining, Medical Records, Descriptive Analytics, Database Design, Electronic Medical Record, Health Care, Data Analysis, Patient Flow, Predictive Analytics, Data Integration, Predictive Modeling, SQL, Interoperability, Statistical Modeling, Machine Learning",4.5,19,
580,Quality Improvement and Management,Coursera,Business,Beginner,1 - 4 Weeks,"Quality Management, Statistical Process Controls, Quality Management Systems, ISO 9000 Series, Product Quality (QA/QC), Quality Improvement, Service Improvement, Quality Assurance, Quality Control, Continuous Quality Improvement (CQI), Continuous Improvement Process, User Feedback, Customer Service, Process Improvement, Customer Insights, Key Performance Indicators (KPIs), Data-Driven Decision-Making",4.2,142,
581,Enterprise and Infrastructure Security,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Cyber Attacks, Infrastructure Security, Cyber Security Strategy, Mobile Security, Enterprise Security, Cyber Risk, Cybersecurity, IT Security Architecture, Cloud Security, NIST 800-53, Cyber Threat Intelligence, Hybrid Cloud Computing, Cloud Computing Architecture, Payment Card Industry (PCI) Data Security Standards, Security Controls, Risk Management Framework, Blockchain, Internet Of Things, Data Integrity",4.5,1400,
583,Blockchain in Financial Services: Strategic Action Plan,Coursera,Computer Science,Intermediate,1 - 3 Months,"Blockchain, Plan Execution, Business Strategies, Business Strategy, Strategic Decision-Making, Feasibility Studies, Work Breakdown Structure, Project Implementation, Market Opportunities, Project Design, Project Scoping, Solution Design, Proposal Development, Financial Services, Brainstorming, Business Modeling, Competitive Analysis, Market Analysis, Value Propositions, Market Research",4.3,1100,
584,Developing AI Applications with Python and Flask,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Unit Testing, Application Deployment, Flask (Web Framework), Application Development, Python Programming, Web Applications, Restful API, Application Programming Interface (API), Natural Language Processing, Artificial Intelligence, IBM Cloud, Programming Principles, Style Guides",4.4,985,
585,GoHighLevel for Beginners: Voice AI Automated Appointments,Coursera,Data Science,Beginner,Less Than 2 Hours,"Outbound Calls, Workflow Management, Business Process Automation, Customer Service, Customer Relationship Management (CRM) Software, Setting Appointments, Automation, Artificial Intelligence, Systems Integration, System Configuration",4.5,2400,
586,"Responsive Website Basics: Code with HTML, CSS, and JavaScript",Coursera,Computer Science,Mixed,1 - 3 Months,"jQuery, HTML and CSS, Hypertext Markup Language (HTML), Responsive Web Design, Bootstrap (Front-End Framework), Web Design, Web Development, Javascript, Cascading Style Sheets (CSS), Scripting, Scripting Languages, Programming Principles",4.1,31,
587,Getting Started with Front-End and Web Development,Coursera,Computer Science,Beginner,1 - 3 Months,"Application Development, User Interface and User Experience (UI/UX) Design, Web Design and Development, Front-End Web Development, WordPress, Web Applications, Web Development, Full-Stack Web Development, Web Servers, Web Development Tools, Back-End Web Development, Content Management Systems",4.8,819,
588,Inferential Statistics,Coursera,Data Science; Information Technology,Mixed,1 - 3 Months,"Statistical Hypothesis Testing, Statistical Inference, Statistical Software, Statistical Analysis, Statistical Methods, Quantitative Research, Sampling (Statistics), Probability & Statistics, Regression Analysis, Probability Distribution",4.1,142,
589,Introduction to DevSecOps,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"DevOps, DevSecOps, CI/CD, GitHub, Continuous Deployment, Continuous Integration, Version Control, Git (Version Control System), Process Improvement, Software Development, Digital Transformation, Business Transformation, Cross-Functional Collaboration, Continuous Improvement Process, Scrum (Software Development), Agile Methodology, Automation, Web Development",4.6,5500,
590,Desarrollador de Meta de Android,Coursera,Computer Science,Beginner,3 - 6 Months,"React Native, User Research, UI/UX Research, Persona (User Experience), Restful API, Design Research, Android Studio, Version Control, Kotlin, User Experience Design, Android Jetpack, Unix Commands, Android Development, Interaction Design, Git (Version Control System), UI/UX Strategy, GitHub, Algorithms, Jest (JavaScript Testing Framework), Mobile Development",4.6,103,
591,Using Git for Distributed Development,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Git (Version Control System), Version Control, Software Installation, Open Source Technology, Software Development Tools, Debugging, Development Environment, Linux, File Management",4.9,66,
592,Meta Back-End Developer,Coursera,Computer Science,Beginner,3 - 6 Months,"Django (Web Framework), Full-Stack Web Development, Version Control, Restful API, Data Structures, Unix Commands, Bootstrap (Front-End Framework), Git (Version Control System), Back-End Web Development, GitHub, Web Design and Development, Relational Databases, Front-End Web Development, Object Oriented Programming (OOP), Database Management Systems, SQL, Database Design, Unit Testing, Algorithms, Web Development",4.6,9000,
593,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",Coursera,Computer Science,Beginner,1 - 4 Weeks,"Augmented and Virtual Reality (AR/VR), Augmented Reality, Virtual Reality, Emerging Technologies, Virtual Environment, Display Devices, Human Computer Interaction, Data Ethics, Information Privacy, Conceptual Design, Diversity Equity and Inclusion Initiatives, Technology Strategies, Innovation, Personally Identifiable Information, Safety and Security",3.1,14,
594,Build Wireframes and Low-Fidelity Prototypes,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Storyboarding, Wireframing, Figma (Design Software), Information Architecture, User Experience Design, User Centered Design, Prototyping, User Interface and User Experience (UI/UX) Design, Mockups, User Flows, Mobile Development, Design Elements And Principles, Data Ethics",4.9,9100,
595,The Power of Statistics,Coursera,Information Technology,Advanced,1 - 3 Months,"Sampling (Statistics), Statistical Hypothesis Testing, Probability & Statistics, Advanced Analytics, Descriptive Statistics, Probability Distribution, Data Analysis, Analytics, Statistical Analysis, Probability, Statistical Methods, Data Science, A/B Testing, Statistics, Statistical Inference, Bayesian Statistics, Statistical Programming, Jupyter",4.8,732,
597,Automated Report Generation with Generative AI,Coursera,Data Science,Beginner,1 - 4 Weeks,"Report Writing, Digital Transformation, Automation, Generative AI, Business Reporting, Business Process Automation, Operational Efficiency, Productivity Software, Artificial Intelligence, Data Analysis, Data Integrity",4.1,320,
598,Information Technology (IT) Fundamentals for Everyone,Coursera,Computer Science,Beginner,1 - 3 Months,"Information Technology, Computer Hardware, Cloud Computing, Network Troubleshooting, Software Installation, Technical Support and Services, Cybersecurity, Cloud Infrastructure, Hardware Troubleshooting, Data Storage, General Networking, Operating Systems, Computer Security Awareness Training, Serverless Computing, Computer Programming, Databases",4.7,148,
599,AI Applications in People Management,Coursera,Data Science,Mixed,1 - 4 Weeks,"HR Tech, Human Resources, Data Ethics, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), People Management, Artificial Intelligence, Employee Engagement, Machine Learning, Employee Retention, Predictive Analytics, Blockchain",4.8,239,
601,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,Coursera,Data Science; Information Technology,Intermediate,1 - 3 Months,"R Programming, Statistical Analysis, Statistical Methods, Statistical Inference, Data Analysis, Quantitative Research, Probability & Statistics, Regression Analysis, Research Design, Graph Theory",4.7,1200,
603,IBM AI Foundations for Business,Coursera,Information Technology,Beginner,1 - 3 Months,"Data Mining, Artificial Intelligence, Generative AI, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Big Data, Information Architecture, Strategic Decision-Making, Cloud Computing, Data Analysis, Data Science, Deep Learning, Digital Transformation, Data Strategy, Data-Driven Decision-Making, Artificial Neural Networks, Business Strategy, Business Process Automation, ChatGPT",4.7,91000,
604,Data Mining Pipeline,Coursera,Information Technology,Intermediate,1 - 4 Weeks,"Data Mining, Data Warehousing, Data Pipelines, Data Processing, Data Integration, Data Modeling, Data Cleansing, Data Quality, Data Analysis, Business Intelligence, Descriptive Analytics, Exploratory Data Analysis, Applied Machine Learning",4.9,8,
605,Wrangling Data in the Tidyverse,Coursera,Data Science,Mixed,1 - 3 Months,"Data Wrangling, Exploratory Data Analysis, Tidyverse (R Package), Data Manipulation, Data Transformation, Data Cleansing, R Programming, Data Import/Export, Statistical Programming, Text Mining",4.0,44,
606,SQL: A Practical Introduction for Querying Databases,Coursera,Data Science; Information Technology,Beginner,1 - 3 Months,"SQL, Stored Procedure, Relational Databases, MySQL, Microsoft SQL Servers, Query Languages, Database Management, Databases, Cloud Management, IBM DB2, Data Manipulation, Data Analysis, Transaction Processing",4.9,17,
607,Managing Employee Performance,Coursera,Business,Mixed,1 - 4 Weeks,"Performance Management, Performance Appraisal, Performance Review, Employee Performance Management, Constructive Feedback, People Management, Staff Management, Expectation Management, Organizational Effectiveness, Employee Engagement, Goal Setting, Culture Transformation, Organizational Leadership",4.8,4800,
608,Advanced App Development in Android,Coursera,Computer Science,Intermediate,3 - 6 Months,"Virtual Reality, Augmented and Virtual Reality (AR/VR), Computer Graphics, Visualization (Computer Graphics), Virtual Environment, Logo Design, Android Development, Computer Graphic Techniques, Interactive Design, Application Development, Graphics Software, Mobile Development, Creative Design, Linear Algebra",4.6,30,
609,"Effective Communication: Writing, Design, and Presentation",Coursera,Business,Beginner,3 - 6 Months,"Business Writing, Presentations, Peer Review, Graphic Design, Graphic and Visual Design, Public Speaking, Business Communication, Graphic and Visual Design Software, Verbal Communication Skills, Design, Visual Design, Storytelling, Writing, Organizational Skills, Project Design, Concision, Microsoft PowerPoint, Proofreading, Grammar, Communication",4.7,438,
611,How to Build an Executive Presence,Coursera,Business,Beginner,1 - 4 Weeks,"Qualitative Research, Research Methodologies, Data Collection, Focus Group, Business Research, Market Research, Research Design, Sample Size Determination, Survey Creation, Interviewing Skills, Market Analysis, Consumer Behaviour",4.9,15,
613,Искусственный Интеллект (ИИ) для всех,Coursera,Business,Beginner,1 - 4 Weeks,"Market Opportunities, Team Building, Project Management, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Data Science, Artificial Neural Networks, Cross-Functional Collaboration, Machine Learning, Strategic Thinking, Business Ethics, Deep Learning, Business Administration",4.7,353,
614,A Complete Reinforcement Learning System (Capstone),Coursera,Information Technology,Intermediate,1 - 3 Months,"Reinforcement Learning, Artificial Intelligence and Machine Learning (AI/ML), Systems Development, Solution Architecture, Simulations, Performance Testing, Artificial Neural Networks, Applied Machine Learning, Machine Learning Algorithms, Markov Model, Algorithms, Technical Writing",4.6,237,
615,The Structured Query Language (SQL),Coursera,Information Technology,Beginner,1 - 3 Months,"SQL, Database Systems, Database Theory, Query Languages, Database Design, Relational Databases, Data Access, Data Analysis, Data Manipulation, Data Management",4.7,10000,
616,Applied Machine Learning in Python,Coursera,Information Technology,Intermediate,1 - 4 Weeks,"Feature Engineering, Applied Machine Learning, Supervised Learning, Scikit Learn (Machine Learning Library), Predictive Modeling, Machine Learning, Unsupervised Learning, Classification And Regression Tree (CART), Dimensionality Reduction, Random Forest Algorithm, Regression Analysis, Artificial Neural Networks",4.5,759,
617,Arts and Heritage Management,Coursera,Business,Mixed,1 - 3 Months,"Leadership and Management, Brand Management, Leadership Studies, Innovation, Data-Driven Decision-Making, Business Analytics, Sustainability Reporting, Creativity, Consumer Behaviour, Customer Engagement",4.6,363,
618,AI and Climate Change,Coursera,Data Science,Beginner,1 - 4 Weeks,"Image Analysis, Environmental Monitoring, Artificial Intelligence, Artificial Neural Networks, Deep Learning, Data Processing, Forecasting, Machine Learning, Computer Vision, Predictive Modeling, Exploratory Data Analysis",4.8,112,
619,Ordered Data Structures,Coursera,Computer Science,Mixed,1 - 4 Weeks,"Data Structures, Data Storage, Algorithms, Data Storage Technologies, Database Systems, Database Theory, Computational Thinking",4.5,2700,
621,Statistics and Applied Data Analysis,Coursera,Data Science,Beginner,3 - 6 Months,"Statistical Hypothesis Testing, Descriptive Statistics, Statistical Visualization, Data Transformation, Data Cleansing, Statistical Analysis, Regression Analysis, Statistical Programming, Probability, Probability Distribution, Sampling (Statistics), Box Plots, Histogram, R Programming, Statistical Methods, Scatter Plots, Microsoft Excel, Probability & Statistics, Statistics, Data Import/Export",4.6,1600,
622,AI for Scientific Research,Coursera,Data Science,Beginner,3 - 6 Months,"Feature Engineering, Bioinformatics, Exploratory Data Analysis, Random Forest Algorithm, Pandas (Python Package), Scikit Learn (Machine Learning Library), Applied Machine Learning, Data Manipulation, Data Processing, Dimensionality Reduction, Data Cleansing, Keras (Neural Network Library), Data Transformation, NumPy, Classification And Regression Tree (CART), Tensorflow, Artificial Neural Networks, Data Analysis, Deep Learning, Predictive Modeling",4.7,917,
623,Python for Data Visualization:Matplotlib & Seaborn(Enhanced),Coursera,Information Technology,Beginner,Less Than 2 Hours,"Matplotlib, Seaborn, Plot (Graphics), Scatter Plots, Histogram, Data Visualization, Data Visualization Software, Statistical Visualization",4.2,63,
624,"Project Management Communication, Stakeholders & Leadership",Coursera,Business,Intermediate,1 - 3 Months,"Stakeholder Engagement, Resource Management, Stakeholder Management, Project Schedules, Project Management Institute (PMI) Methodology, Negotiation, Project Management, Leadership, Team Leadership, Emotional Intelligence, Project Management Life Cycle, Communication",4.9,88,
625,Programming and Application Foundations,Coursera,Computer Science,Intermediate,1 - 3 Months,"Web Development, Database Design, Relational Databases, Web Applications, Web Development Tools, Full-Stack Web Development, Database Systems, Application Deployment, HTML and CSS, Back-End Web Development, Application Development, Cloud Applications, Front-End Web Development, JavaScript Frameworks, Web Servers, Scripting, Javascript, Network Protocols",3.3,581,
626,Cybersecurity Policy Foundations,Coursera,Computer Science,Mixed,1 - 4 Weeks,"Cyber Security Policies, Cyber Security Assessment, Risk Management Framework, Security Management, Cyber Risk, Cybersecurity, Cyber Governance, Cyber Security Strategy, Security Awareness, Technical Communication",4.0,200,
627,Data Visualization and Communication with Tableau,Coursera,Information Technology,Mixed,1 - 3 Months,"Presentations, Data Storytelling, Data Presentation, Data Visualization, Interactive Data Visualization, Tableau Software, Dashboard, Data Visualization Software, Business Analytics, Business Analysis, Data Analysis, Trend Analysis, Stakeholder Communications",4.3,49,
628,3D Models with Adobe Photoshop: Design a Pickleball Paddle,Coursera,Computer Science,Intermediate,Less Than 2 Hours,"Typography, Adobe Photoshop, 3D Modeling, Graphic and Visual Design, Graphic Design, Design, Digital Design, Color Theory, Adobe Creative Cloud",4.4,7,
629,Making Money as a Freelancer,Coursera,Business,Beginner,1 - 3 Months,"Financial Data, Financial Analysis, Financial Forecasting, Small Business Accounting, Accounting, Price Negotiation, Revenue Forecasting, Business Planning, Budgeting, Financial Planning, Financial Management, Forecasting, Business Metrics, Bookkeeping, Balance Sheet, Expense Management, Decision Making, Goal Setting",4.8,124,
631,Advanced Microsoft Power BI,Coursera,Information Technology,Advanced,1 - 4 Weeks,"Dashboard, Power BI, Data Transformation, Data Modeling, Interactive Data Visualization, Data Visualization Software, Business Intelligence, Microsoft Excel, Data Manipulation, Data Analysis, Predictive Modeling, Advanced Analytics, Applied Machine Learning, Key Performance Indicators (KPIs), Business Metrics",4.7,7,
632,Bioconductor for Genomic Data Science,Coursera,Data Science,Mixed,1 - 4 Weeks,"Bioinformatics, R Programming, Statistical Programming, Data Analysis, Data Manipulation, Data Structures, Software Installation, Data Import/Export, Data Access, Object Oriented Programming (OOP)",4.8,191,
633,"Grow to Greatness: Smart Growth for Private Businesses, Part I",Coursera,Business,Mixed,1 - 3 Months,"Growth Strategies, Business Strategies, Business Planning, Business Development, Business Marketing, Strategic Marketing, Product Strategy, New Business Development, Business Priorities, Competitive Analysis, Entrepreneurship, Process Analysis, Business Modeling, Business Research, Business Analysis, Business Process, Business Management, Market Opportunities, Innovation, Operational Excellence",4.6,1100,
634,Exploratory Data Analysis in AWS,Coursera,Data Science,Beginner,1 - 4 Weeks,"AWS Kinesis, Amazon Redshift, Data Analysis, Real Time Data, Applied Machine Learning, Data Pipelines, Data Processing, Extract, Transform, Load, Exploratory Data Analysis, Amazon S3, Data Warehousing, Data Sharing, Data Visualization Software",4.7,213,
635,Google UX Design,Coursera,Computer Science,Beginner,3 - 6 Months,"Storyboarding, Wireframing, UI/UX Research, Responsive Web Design, User Experience Design, Design Thinking, User Research, Information Architecture, Figma (Design Software), Usability Testing, User Story, Web Design, Design Reviews, Usability, Presentations, Design Research, Persona (User Experience), Ideation, User Centered Design, Mockups",4.8,88000,
636,Geospatial Analysis with ArcGIS,Coursera,Data Science,Intermediate,1 - 4 Weeks,"ArcGIS, Data Storytelling, GIS Software, Spatial Data Analysis, Data Presentation, Geographic Information Systems, Spatial Analysis, Geospatial Mapping, Geospatial Information and Technology, Heat Maps, Data Visualization Software, Network Analysis, Data Manipulation",4.2,3800,
637,ADP Entry-Level Payroll Specialist,Coursera,Business,Beginner,3 - 6 Months,"Payroll, Payroll Processing, Payroll Systems, Payroll Administration, Payroll Tax, Payroll Reporting, Compensation Strategy, Data Entry, Employee Onboarding, Labor Law, Human Resource Strategy, Compensation Management, Compensation and Benefits, Non-Profit Accounting, Tax Preparation, Tax Compliance, Human Resources, Benefits Administration, Specialized Accounting, Record Keeping",4.6,320,
638,Branding and Customer Experience,Coursera,Business,Intermediate,1 - 3 Months,"Negotiation, Contract Negotiation, Conflict Management, Communication, Relationship Building, Contract Management, Influencing, Decision Making, Analysis, Active Listening, Planning, Ethical Standards And Conduct, Industrial and Organizational Psychology",4.7,1700,
639,Agile and Hybrid Approaches in a Project Environment,Coursera,Business,Beginner,1 - 4 Weeks,"Blockchain, Cyber Risk, FinTech, Operational Risk, Scalability, Security Testing, Regulatory Compliance, Risk Management, Financial Regulations, Risk Analysis, Application Security, Vulnerability Assessments, Cybersecurity, Digital Assets, Governance, Environmental Social And Corporate Governance (ESG), Data Integrity, Emerging Technologies",4.7,228,
640,Esports,Coursera,Business,Beginner,1 - 3 Months,"Peer Review, Media Strategy, Professional Development, Contract Negotiation, Media and Communications, Branding, Organizational Structure, Organizational Strategy, Business Planning, Recruitment, Fundraising, Competitive Analysis, Brand Strategy, Strategic Partnership, Contract Management, Live Streaming, Professional Networking, Workforce Planning, Event Planning, Entrepreneurship",4.8,990,
641,Transformación digital,Coursera,Business,Beginner,1 - 4 Weeks,"Business Analysis, Business Process Modeling, Business Analytics, Stakeholder Management, Business Process, Process Analysis, Stakeholder Communications, Business Workflow Analysis, Business Intelligence, Analytics, Generative AI, Data Processing, Artificial Intelligence, Ethical Standards And Conduct",4.6,334,
642,Introduction to Python Fundamentals,Coursera,Data Science; Information Technology,Beginner,1 - 4 Weeks,"Programming Principles, Computer Science, Computer Programming, Data Manipulation, Python Programming",4.6,11000,
643,Data Processing Using Python,Coursera,Computer Science,Beginner,1 - 3 Months,"Data Processing, Data Mining, Data Structures, Data Presentation, Object Oriented Programming (OOP), Web Scraping, Data Capture, Data Analysis, Python Programming, Pandas (Python Package), NumPy, Data Visualization, Data Manipulation, Matplotlib, User Interface (UI) Design",4.6,86,
644,Principles of fMRI 2,Coursera,Data Science,Mixed,1 - 4 Weeks,"Data Analysis, Analysis, Analytical Skills, Image Analysis, Statistical Analysis, Network Analysis, Research Design, Regression Analysis, Psychology, Statistical Modeling, Research, Machine Learning",3.7,46,
645,"User Interface Design: Principles, Prototyping, Practices",Coursera,Computer Science,Beginner,1 - 4 Weeks,"Prototyping, User Interface (UI) Design, Usability, User Research, Interactive Design, Design, User Experience, UI Components, User Centered Design, Mockups, Graphic and Visual Design Software, Design Elements And Principles",4.6,383,
646,Advanced Django: Building a Blog,Coursera,Computer Science,Advanced,1 - 4 Weeks,"Django (Web Framework), Authentications, Object-Relational Mapping, Application Performance Management, Back-End Web Development, Scalability, Cloud Hosting, Application Frameworks, Application Security",4.6,2900,
647,GenAI for UX Designers,Coursera,Data Science,Beginner,1 - 4 Weeks,"User Experience Design, User Research, Wireframing, Experience Design, UI/UX Strategy, User Centered Design, Usability, Adobe XD, Conceptual Design, Usability Testing, Generative AI, Figma (Design Software), Interaction Design, Design Thinking, Prototyping, User Interface (UI) Design, Data Ethics, Persona Development",4.1,42,
648,Database Management Essentials,Coursera,Computer Science,Intermediate,1 - 3 Months,"Database Design, Relational Databases, Data Modeling, Database Management Systems, Databases, Oracle Databases, SQL, Data Warehousing, Data Integrity, PostgreSQL",4.8,191,
649,Excel Essentials and Beyond,Coursera,Data Science,Beginner,1 - 3 Months,"Microsoft Excel, Dashboard, Data Presentation, Pivot Tables And Charts, Interactive Data Visualization, Data Storytelling, Spreadsheet Software, Data Visualization Software, Excel Formulas, Data Manipulation, Data Cleansing, Productivity Software, Data Management, Data Validation",4.6,41,
650,Data Science in Real Life,Coursera,Data Science,Mixed,1 - 4 Weeks,"Data Quality, Data Presentation, Data Management, Technical Communication, Data Visualization, Data Cleansing, Data Analysis, Data-Driven Decision-Making, Exploratory Data Analysis, Statistical Analysis, Data Science, Statistical Inference, A/B Testing, Statistical Modeling, Machine Learning",4.5,256,
651,AI Concepts and Strategy,Coursera,Business,Beginner,1 - 4 Weeks,"OpenAI, Generative AI, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, ChatGPT, Strategic Thinking, Business Strategy, Risk Management, Thought Leadership, Ethical Standards And Conduct, Business Ethics, Natural Language Processing",4.5,110,
652,Introduction to Customer Service,Coursera,Business,Beginner,1 - 4 Weeks,"Active Listening, De-escalation Techniques, Customer Service, Empathy, Verbal Communication Skills, Transaction Processing, Customer Complaint Resolution, Retail Store Operations, Problem Solving, Time Management, Interpersonal Communications, Root Cause Analysis, Non-Verbal Communication, Communication",4.9,14,
653,Key Technologies in Data Analytics,Coursera,Data Science,Beginner,3 - 6 Months,"Data Warehousing, Data Analysis, Cloud Computing, Data Architecture, Big Data, Cloud Services, Analytics, Data Storage, Cloud Computing Architecture, Cloud Infrastructure, Cloud Solutions, Scalability, Data Processing, Extract, Transform, Load, Cloud Platforms, Database Architecture and Administration, Statistical Analysis, Data Strategy, Data-Driven Decision-Making, Spreadsheet Software",4.8,32,
654,Modern Big Data Analysis with SQL,Coursera,Information Technology,Beginner,3 - 6 Months,"Database Design, SQL, Apache Hive, Relational Databases, Databases, Database Management, Big Data, Database Systems, MySQL, Data Management, Query Languages, Amazon S3, Apache Hadoop, Data Storage Technologies, Operational Databases, Cloud Storage, Analytics, Performance Tuning, File Systems, PostgreSQL",4.6,51,
655,PMP Formulas,Coursera,Business,Beginner,1 - 4 Weeks,"Cultural Sensitivity, Intercultural Competence, Cultural Diversity, Verbal Communication Skills, Communication, Relationship Building, Non-Verbal Communication, Diversity Awareness, Negotiation, International Relations",4.4,654,
656,Increasing Real Estate Management Profits: Harnessing Data Analytics,Coursera,Information Technology,Mixed,1 - 3 Months,"Data Visualization Software, Tableau Software, Financial Modeling, Business Process, Peer Review, Presentations, Property Management, Data Analysis, MySQL, Risk Analysis, Real Estate, Financial Analysis, Microsoft Excel, Profit and Loss (P&L) Management, Analytics",4.3,194,
658,Marketing in a Digital World,Coursera,Business,Beginner,1 - 4 Weeks,"Digital Marketing, Marketing, Marketing Strategies, MarTech, Marketing Communications, E-Commerce, Price Negotiation, Consumer Behaviour, Product Development, Product Promotion, Innovation, Customer Engagement",4.8,1100,
659,Introduction to Management Consulting,Coursera,Business,Beginner,1 - 3 Months,"Consulting, Management Consulting, Business Consulting, Client Services, Business Strategy, Business Strategies, Decision Making, Communication, Change Management, Complex Problem Solving",4.7,568,
660,Artificial Intelligence in Marketing,Coursera,Business,Beginner,1 - 4 Weeks,"Marketing Strategies, MarTech, Digital Transformation, Marketing, Marketing Analytics, Data-Driven Decision-Making, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Business Strategy, Customer Insights, Competitive Analysis, Network Analysis, Real Time Data, Customer Relationship Management",4.8,7500,
661,Inspired Leadership,Coursera,Business,Intermediate,3 - 6 Months,"Employee Coaching, Coaching, Negotiation, Emotional Intelligence, Empathy, Leadership Development, Compassion, Leadership, Organizational Change, Organizational Leadership, Organizational Development, Culture Transformation, Empowerment, Team Leadership, People Development, Influencing, Strategic Leadership, Leadership and Management, Business Leadership, Professional Development",4.8,236,
662,Data Visualization in Stata,Coursera,Data Science,Intermediate,1 - 3 Months,"Statistical Visualization, Plot (Graphics), Data Visualization Software, Stata, Scatter Plots, Histogram, Box Plots, Data Presentation, Graphing, Exploratory Data Analysis, Descriptive Statistics, Heat Maps, Data Analysis Software, Data Manipulation",4.6,8,
663,Avoiding AI Harm,Coursera,Computer Science,Beginner,1 - 4 Weeks,"ChatGPT, Data Ethics, OpenAI, Generative AI, Social Justice, Artificial Intelligence, Ethical Standards And Conduct, Data Validation, Personally Identifiable Information, Verification And Validation, Diversity Awareness, Information Privacy, Mitigation, Data Security, Algorithms",4.6,299,
664,"Innovation Through Design: Think, Make, Break, Repeat",Coursera,Business,Beginner,1 - 3 Months,"Design Thinking, Human Centered Design, Innovation, Brainstorming, Prototyping, Ideation, Design Strategies, User Experience Design, Product Development, Design, Usability Testing, User Feedback",4.7,2100,
665,Introduction to Software Engineering,Coursera,Computer Science,Beginner,1 - 3 Months,"Software Development Life Cycle, Development Environment, Software Engineering, Software Architecture, Software Design, Programming Principles, Unified Modeling Language, Agile Methodology, Software Development, Scrum (Software Development), Web Development, Cloud Development, Integrated Development Environments, Application Development, Back-End Web Development, Front-End Web Development, Computer Programming, Python Programming",4.7,2900,
666,Viral Marketing and How to Craft Contagious Content,Coursera,Business,Mixed,1 - 4 Weeks,"Social Media Strategy, Consumer Behaviour, Influencing, Content Creation, Marketing Communications, Social Media Marketing, Social Media, Social Sciences, Advertising, Marketing Psychology, Storytelling, Marketing Strategy and Techniques, Communication, Sociology",4.8,5200,
667,Introduction to iOS Mobile Application Development,Coursera,Computer Science,Beginner,1 - 4 Weeks,"iOS Development, Apple iOS, Apple Xcode, Mobile Development, Swift Programming, Objective-C (Programming Language), User Interface (UI), Application Development, UI Components, Integrated Development Environments, Development Environment, Storyboarding",4.6,3300,
668,Arduino y algunas aplicaciones,Coursera,Computer Science,Mixed,1 - 4 Weeks,"Automation, Internet Of Things, Prototyping, Hardware Design, Electronic Systems, Integrated Development Environments, Electronic Components, Embedded Systems, Software Development, Computer Programming, Debugging",4.8,18,
669,Managing an Agile Team,Coursera,Computer Science,Mixed,1 - 4 Weeks,"Agile Methodology, Agile Project Management, Team Management, Team Leadership, Sprint Retrospectives, Kanban Principles, User Story, Lean Methodologies, Selling Techniques, Discussion Facilitation, Goal Setting, Performance Measurement",4.3,87,
670,Deep Learning with PyTorch,Coursera,Data Science,Intermediate,1 - 3 Months,"PyTorch (Machine Learning Library), Deep Learning, Artificial Neural Networks, Computer Vision, Supervised Learning, Machine Learning",4.6,49,
671,Expressway to Data Science: Python Programming,Coursera,Data Science,Beginner,1 - 3 Months,"Matplotlib, Seaborn, Plot (Graphics), Pandas (Python Package), NumPy, Data Visualization Software, Programming Principles, Scatter Plots, Computer Science, Computer Programming, Histogram, Data Import/Export, Package and Software Management, Scripting, Scripting Languages, Data Manipulation, Python Programming, Data Science",4.5,246,
672,"Introduction to Data, Signal, and Image Analysis with MATLAB",Coursera,Information Technology,Intermediate,1 - 3 Months,"Data Visualization, Image Analysis, Data Visualization Software, Machine Learning Methods, Matlab, Applied Machine Learning, Statistical Methods, Data Analysis, Data Processing, Computer Vision, Regression Analysis",3.4,98,
673,Introduction to Test and Behavior Driven Development,Coursera,Computer Science,Intermediate,1 - 3 Months,"Test Driven Development (TDD), Gherkin (Scripting Language), Code Coverage, Behavior-Driven Development, Software Testing, Unit Testing, Test Automation, Test Tools, Test Case, Test Data, Restful API, Microservices",4.7,2100,
674,Financial Technology (Fintech) Innovations,Coursera,Business,Beginner,3 - 6 Months,"Payment Systems, Payment Processing, FinTech, Blockchain, Mobile Banking, Credit/Debit Card Processing, Banking Services, Emerging Technologies, Investment Management, Wealth Management, Asset Management, Investments, Point of Sale, Mobile Security, Banking, Fundraising, Capital Markets, Consumer Lending, Market Dynamics, Digital Assets",4.7,2700,
675,Legal Aspects of Entrepreneurship,Coursera,Business,Beginner,3 - 6 Months,"Presentations, Data Visualization, Microsoft PowerPoint, Executive Presence, Business Consulting, Proposal Writing, Storytelling, Data Storytelling, Management Consulting, Proposal Development, Public Speaking, Concision, Communication, Expectation Management",4.9,28,
